"","944946_CSF_25H_080224","945949_CTR_25H_CSF_070224","948_CSF_25H_080224","950951947_CSF_25H_080224","952953_CSF_25H_080224","954961_CSF_24H_080224","955961_CSF_24H_080224","956_CSF_24H_080224","957_CSF_24H_080224","958963_CSF_24H_080224","959_CSF_24H_080224","960962963_CSF_24H_080224","32963296.1_VECPAC_200224","330632963296.1VECPAC_200224_2","33283356_VECPAC_190224","333033473689_VECPAC_190224","335233703689_VECPAC_200224","335533643665_VECPAC_200224","935_CTR_LPS_CSF_070224","936_CTR_LPS_CSF_070224_2","937_CTR_LPS_CSF_070224","938942_CTR_LPS_CSF_070224","939940.2_CTR_LPS_CSF_070224","940934_CTR_LPS_CSF_070224","941_CTR_LPS_CSF_070224","942_CTR_LPS_CSF_070224","943_CTR_LPS_CSF_070224","CSF_75_103_20122021","CSF_106_20122021","CSF_105_21122021","CSF_101_102_104_21122021","DSS_7177T0.5_090224","DSS_7274T0.8.2_090224","DSS_73_090224","DSS_76_090224","DSS_B896_090224","DSS_T0.5B897_090224","DSS_T0.7_090224","DSS_T0.8_090224","CSF_81_83_108_113_21122021","CSF_109_21122021","CSF_110_21122021","CSF_113_20122021","DSS_7911180902_090224","DSS_114107_090224","DSS_BT1.8_090224","DSS_T1.5T1.7902_090224","DSS_T1.6901_090224","CSF_88_118_21122021","CSF_89_PROVA_07122021","CSF_115_116_121_122_21122021","CSF_118_120_21122021","DSS_8586T3.878906_120224","DSS_91_120224","DSS_117_120224","DSS_1229087_120224","DSS_906T3.8_120224","DSS_907_120224","DSS_T3.6_090224","DSS_T3.7_090224","CSF_96_20122021","CSF_70_21122021","CSF_97_21122021","CSF_123_124_126_20122021","CSF_129_21122021","DSS_93126T5.6_120224","DSS_95127_120224","DSS_12994128_120224","DSS_911T5.6_120224","DSS_912_120224","DSS_T5.5T5.8_120224","DSS_T5.7_120224","3297_VECPAC_190224","33543353VECPAC_190224","3369367333713677_VECPAC_190224","36743677_VECPAC_190224","36773688_VECPAC_190224","3679_VECPAC_190224","36803629.1_REP_VECPAC_200224","3681_VECPAC_190224","3687_VECPAC_190224","VECPAC_36783675_120224"
"N-Ethylamphetamine","-0.36993603"," 0.93128943"," 0.78323729"," 1.05835428"," 0.17333569"," 0.16915332"," 1.19810962"," 0.23033201","-0.61014158"," 1.05581805","-0.20471509"," 0.17795473"," 0.17288909","-0.30760089","-0.27644512","-0.25520304","-0.22452395","-0.29580194"," 0.12227584","-0.87069008"," 0.65919413","-0.21436870"," 0.52291240"," 0.25177722"," 2.56982554"," 0.18395411"," 0.35322865","-1.75236388","-0.88704386","-0.91729192","-1.81606095"," 0.42100527"," 1.18817106","-1.91227750"," 0.49635115"," 0.96281126"," 0.26608383","-1.90615147"," 0.12639317","-1.66006059","-0.98461391","-1.33484243","-0.97656508"," 0.29566198"," 0.13034867"," 1.09644919"," 0.46773081"," 0.46477421","-1.03370928","-1.93785224","-0.49780214","-1.29028806"," 1.05803378"," 0.09846663"," 0.31078058"," 1.13413619"," 0.28567920","-0.25606961"," 0.34394096"," 1.11200527","-0.26734841","-0.40073549"," 0.28354115","-1.76759242"," 0.41599522","-1.91227750"," 0.36406366"," 0.39210964"," 0.54089061","-0.22285234"," 2.62388047","-0.04064958"," 1.46547870"," 2.89739861","-0.24354370","-0.11538197"," 0.14131254","-0.32757494","-1.91841943"," 0.26516967","-0.09876638","-0.15474335"
"N-Ethyldiethanolamine","-0.83482849"," 0.63284966"," 1.13359014"," 3.03916424"," 0.22578570"," 0.39013881"," 0.89955352","-0.03460300","-0.06416594"," 2.18136512","-0.69681855","-0.55622868","-0.15492841","-0.17603032","-0.46715358","-0.46391967"," 0.76222755","-0.51672018","-0.23009799"," 0.15003177","-0.04541242","-0.23155996","-0.67534034"," 0.63261834"," 2.96062883"," 0.28480157"," 0.13763940","-1.57574073","-1.53006509","-1.24084722"," 0.49730213"," 0.21802949","-0.08345931"," 2.69987205"," 0.35261693"," 1.26605998"," 1.33833915","-0.55196065","-0.35888722","-1.07530769","-1.38502736","-1.17753831","-1.35628168","-0.34393574"," 0.49991923","-0.44042050"," 1.87549129"," 0.20991858","-0.96891802","-1.96099361","-0.39884461","-1.13357851"," 0.58972277","-0.58238740"," 0.47099122"," 0.86395833","-0.26181495","-0.50644143","-0.01981480"," 0.33629645","-1.22073002","-0.90535534","-0.74700364","-1.96545316","-1.19030316","-0.28291430"," 1.48828867"," 0.28024551","-0.13461028","-0.20045978"," 0.87379419","-0.45801564"," 0.24028408"," 0.80237903","-0.76720762","-0.06196885","-0.59652229"," 0.64443164"," 0.88308492"," 0.75206985","-0.03586010"," 0.05298639"
"Niacin"," 0.702330207"," 0.837693179","-1.750445689"," 3.142373934"," 0.189455539"," 0.458761495","-0.309326226"," 1.491441554","-0.238939827"," 0.430896190"," 0.108246767"," 0.115946600","-0.887408299","-0.219924580"," 0.113409617","-0.307737845","-0.635911553","-0.932372598","-0.020755162"," 0.149182152"," 0.313216931","-0.293130771"," 0.217109234"," 0.938181321"," 2.502417354","-1.686668893","-0.029345872","-0.712456865","-1.272947429","-1.137339979","-0.614638873"," 0.251868935","-0.326736754"," 3.339105983"," 0.351470556"," 0.530270604"," 0.388772008","-0.145806223","-0.638094411","-1.100321745","-0.401186315","-1.205521963","-0.969866331","-0.453519887"," 0.142514857","-0.560224001","-0.009434497"," 0.403063763","-1.048556438","-0.714279663","-1.002574222","-1.175501234"," 1.319098478","-0.238761858"," 0.336663621"," 1.597430602"," 0.396810178","-0.475701159","-0.327501696"," 0.628678732","-1.375893878","-1.181895860","-1.174962526","-0.575218521","-1.378417584"," 0.170134364"," 0.030671791","-0.108482742","-0.033727289","-0.654842134"," 2.459978730","-0.565525090"," 0.743053872"," 0.795818737","-0.411613765","-0.271394455"," 0.533356891"," 2.065122636"," 0.537578550"," 0.140643677","-0.479389508"," 1.181532568"
"Niacinamide"," 0.57487932"," 1.12666789"," 0.55779956"," 0.24406714","-1.52451915","-0.21847147"," 0.47522492","-0.14794511"," 0.74006097","-0.47813884"," 0.02557542"," 0.48463805","-0.80057653"," 0.05340832","-0.03387542"," 0.54791447","-0.20346468"," 0.82818077"," 0.27003626"," 0.92916148"," 1.14744474"," 1.17688665","-1.03695050"," 1.03833332"," 0.66426699","-0.06580631"," 0.59620769","-0.61507920","-0.83213933","-0.92514928","-0.92349142","-0.55018116","-0.72866954"," 4.44603090"," 0.45883700","-0.32009322","-0.60559394","-0.44130125","-0.06960081","-0.74536828","-0.57377711","-0.52563553","-0.50783302"," 0.10242065","-0.09599980"," 0.19599696","-0.04800910","-0.45300327","-0.68948831","-1.21224806","-0.66266484","-0.95262623"," 3.41126057"," 0.05418154"," 1.07333518"," 1.27873884"," 0.44210234"," 0.38033827","-0.83025025","-0.57473584","-1.25140827","-0.88777180","-1.08678756","-0.51253736","-1.06254437"," 0.08899898","-0.38868866"," 1.49879443","-0.25478165","-0.68190452"," 1.16200752","-0.08635848"," 1.50051965","-1.52530390"," 0.27588853","-0.19629941"," 1.80020519","-1.42341783"," 0.46159124","-0.58347616","-1.52023816","-0.25779682"
"N-Isobutyrylglycine"," 0.558234612"," 0.033583821"," 1.241520616","-0.370647846"," 0.426124113","-0.976317582"," 0.422414217"," 0.181084047","-0.700215682","-1.403122949"," 0.007562203","-0.527388512","-0.772237234"," 0.838524992"," 0.266599844","-0.095099726"," 0.268442583","-0.375635130"," 0.120731663"," 0.858894439"," 1.546076659","-0.195830840"," 0.099194711"," 3.051694115","-0.382591348"," 0.280997284"," 0.956707432","-1.437168966","-1.437930186","-1.437407988"," 1.237222591","-0.694075591","-0.852421728"," 2.621598684"," 0.705931437"," 0.873117498","-0.089775457","-1.133755827"," 0.549497258","-1.437353440","-1.438066409","-1.437797024","-1.436723157"," 0.361984714"," 0.125333822"," 0.334530822"," 1.017666508","-0.548379110","-1.436724975"," 0.861930615","-0.408393024","-1.437283162"," 2.318733072","-0.365612328"," 1.250289305","-0.138862495"," 1.218397932","-0.360362537"," 0.005794395","-0.349577761","-1.437858246"," 0.009819859"," 1.107507343"," 0.692697055","-0.259531558"," 0.922859109","-0.621279168","-0.197335379"," 0.469412886","-1.013517839","-0.432327406"," 0.001703848","-0.647930089","-1.433707309"," 0.343586958","-0.135778154"," 0.331347413"," 2.647699434","-0.337119727","-0.526548307","-0.731776421"," 0.284417702"
"N-Methyl-1-[(trimethylsilyl)oxy]-1-{4-[(trimethylsilyl)oxy]phenyl}propan-2-amine"," 0.21128945"," 0.79545690"," 1.06087848"," 2.59348945"," 0.15089497"," 0.34925155"," 0.66526347"," 0.86496844","-0.02732821"," 1.17589655"," 0.40471072"," 0.78128059","-0.57120831","-0.48846333","-0.17950896","-0.57039916","-0.08070119","-0.62913758"," 0.89866383","-0.01582579","-1.59742473","-1.64757908","-0.27040628"," 0.73307136","-1.56346305"," 0.62750296"," 0.49413193","-0.53452187","-1.09577718","-1.76232387","-0.68652657","-1.70496814","-0.01687704","-1.56995965"," 0.80879730"," 0.89851547"," 1.24427419"," 1.32883939"," 0.12177229","-1.02939727","-1.11157474","-1.06895056","-0.81306773"," 1.09034490"," 0.65211890"," 0.77386216"," 0.78048839"," 0.55724650","-0.80502924","-0.64409325","-1.19573663","-1.02705553","-1.58807371"," 0.77862565"," 1.33240153"," 1.52491339"," 0.05872564"," 0.03750725"," 0.42232215","-1.66837649","-0.99227830","-0.86446535","-0.81093698","-0.63722904","-1.16904948","-1.56995965"," 0.16248208","-0.36049753"," 0.45827258"," 0.39246357"," 2.73626743"," 1.48620457"," 0.79925238"," 1.47126994","-0.38924196","-0.27222000"," 0.04608901"," 0.54947739"," 0.04794153"," 1.15970398","-0.11081591","-0.38648092"
"N-Methylacetamide"," 0.033751535"," 0.790052843"," 1.152627277"," 2.298290758"," 0.092510711"," 0.180106357"," 0.761093223"," 0.689687541"," 0.344145591"," 1.725853692"," 0.178982351"," 1.040777244","-0.029291720","-0.535247417","-1.261634244","-0.620927795"," 0.348766233","-0.298417157","-0.805789864","-0.123170669","-0.223323276","-0.701368462"," 0.182365332","-1.172500530"," 2.757354831"," 0.084194864"," 0.146914894","-0.909466653","-1.587302941","-0.971665961","-0.419656182"," 0.636822359"," 1.271641826"," 0.603455864"," 0.185930729"," 0.013760120"," 0.376614835","-0.408900767","-0.161428954","-1.341165474","-1.299720471","-1.139442934","-1.067625571"," 0.114143956","-0.261985206","-0.305917823"," 0.115077954"," 0.139768671","-0.995427537","-1.625409485","-1.049318991","-1.379390743"," 1.078972911","-0.237946399"," 0.336324019"," 0.810303324"," 0.229379255","-0.298729722","-0.008920316"," 0.519409811","-1.482676075","-0.991832770","-0.988281770","-1.614283315","-1.264192221"," 1.223714344"," 0.154307459"," 0.463759249"," 0.777115401","-0.720810232"," 2.695299756"," 0.922486993"," 0.087450936"," 3.658834825","-0.556999393","-0.365610415","-0.262414833"," 0.059821383"," 0.014831585"," 0.084117578","-0.140627257"," 0.248001127"
"Nonanoic acid"," 0.98143581"," 1.01077238"," 1.14076922","-1.91430550"," 0.43689969"," 0.36823207"," 1.98584805"," 2.04369722","-1.97450717"," 1.26699029"," 1.53910728"," 0.07196278","-0.29941296","-0.48520465"," 0.26405181","-0.20627055","-0.40242817","-0.87069338"," 0.40721756","-2.00395800"," 2.10674997","-2.01069658","-2.00991506"," 0.55637400"," 2.35059171"," 0.73799311"," 0.88824592","-0.66952825","-1.22517491","-1.04319396","-1.17932475","-0.27754955"," 0.24838625"," 1.09527495"," 0.01692031"," 0.43572213","-0.24075541","-0.14984418","-0.49778135","-1.11491355","-1.23338314","-1.28509338","-0.84971703"," 1.16683596"," 0.22963124"," 0.58581094"," 0.98592202","-0.02350961","-0.97976444","-0.23883187","-0.88997690","-1.10615902"," 1.14002868","-0.23291943"," 0.39590447"," 0.38601703"," 0.38140427","-0.17934882","-0.34968405"," 0.41791738","-1.30726579","-1.10555209","-0.79423184","-0.98568373","-1.20372675"," 0.37085546"," 0.20186414"," 0.86096025","-0.48321480","-0.30936217"," 0.88230405"," 0.51421522"," 1.51974072"," 0.62729004","-0.46660285","-0.44600135","-0.22152058"," 0.78708431"," 0.20526443"," 0.87248246"," 0.43820715"," 0.34402484"
"Norephedrine","-0.539713076","-0.539851007"," 0.850791132"," 4.466744036"," 0.600207654","-0.539248453","-0.535920315","-0.536167235","-0.540535042","-0.538865444","-0.538802475","-0.538138343","-0.539863625","-0.539301841","-0.539497181"," 0.229379929","-0.540630097"," 0.607872959"," 0.066603092"," 0.791517019"," 0.476246247"," 0.809314401"," 0.810997919"," 0.341907940","-0.537585807","-0.536417598","-0.537851256","-0.530013725","-0.369360751","-0.104637655"," 0.031280859","-0.541164428","-0.537702396","-0.537750104","-0.538415888"," 1.235099428","-0.539793272","-0.211347194","-0.040627152","-0.203733020","-0.239004734","-0.214363098","-0.408740748","-0.242357684","-0.539499932","-0.192620149","-0.537450890","-0.538668241","-0.245969028"," 0.015023666","-0.319889776","-0.171696795"," 3.585252694","-0.381031175","-0.066126441","-0.537143945","-0.213360667","-0.396587608","-0.537846284","-0.020075231","-0.407869016","-0.004233569","-0.279120083","-0.532283895","-0.359514946","-0.537750104","-0.539034802"," 3.048861607","-0.539863625","-0.538959074","-0.537750104"," 4.526344359","-0.345231327","-0.212671147"," 0.129622920"," 0.206787832"," 0.944482083","-0.356723442"," 0.208206365","-0.276567956","-0.539065409"," 0.599461166"
"Norketamine"," 0.261281503"," 0.570931945","-1.437265686","-0.126632269"," 0.164263418"," 0.452015854"," 1.860358140"," 0.640991181"," 0.205740549","-1.616229000","-0.003003686"," 0.628729099","-0.706908767"," 0.133847892"," 0.609556820"," 0.097278016","-0.893963788","-0.224674410"," 0.177750493"," 0.274773928"," 1.391912289"," 0.419477354"," 0.505517600"," 0.593080529"," 1.529458070"," 0.099401399"," 0.273326877","-1.696683639","-1.698482487","-1.697248475","-1.692707380","-0.858366654","-0.078297672"," 0.351422249"," 1.629596238","-0.179716597","-0.732494283"," 0.774575798"," 0.987005439","-0.960937536"," 0.513533912"," 2.116439836"," 1.407876547","-0.377542706"," 0.179613395"," 0.193530682"," 0.228029168"," 0.317331915","-1.695634436","-1.695021591","-1.031631794","-0.192272956"," 1.435845656"," 0.795350321"," 2.321071840"," 0.864898525"," 0.212287610"," 0.044736524","-0.020541781","-0.003237813","-1.555416807","-1.695603443","-1.180443063","-1.698632409","-0.820109729"," 0.469349210","-0.400268285"," 0.775480976","-1.363948816","-0.883008704"," 1.970445561"," 0.374286551","-0.237201032","-0.772576514"," 0.699142069"," 0.407819950","-0.038907878"," 0.991330258"," 0.913133660","-1.496936177"," 0.260634985","-0.361913566"
"Norleucine, N-trimethylsilyl-","-0.2548492","-0.2552375","-0.2511979","-0.2481072","-0.2536917","-0.2535414","-0.2441732","-0.2448682","-0.2571630","-0.2524633"," 0.9559916","-0.2504166","-0.2552730","-0.2536917","-0.2542415","-0.2573169","-0.2574305","-0.2614706","-0.2493238","-0.2448682","-0.2512789","-0.2548492"," 2.0666114","-0.2497445","-0.2488613","-0.2455730"," 1.9173549","-0.1156316","-0.1806150","-0.1693588","-0.1238359","-0.2589346","-0.2491895","-0.2493238","-0.2511979","-0.2493238","-0.2550750","-0.2466050","-0.2533404","-0.1285831","-0.1144174","-0.1264163","-0.1098374","-0.2510761","-0.2542493","-0.2511490","-0.2484815","-0.2519082","-0.1145394","-0.2188009","-0.1620690","-0.1445176","-0.2506133","-0.2488196","-0.2485602","-0.2476175","-0.2468581"," 7.3918079","-0.2495945","-0.2563297","-0.1774457","-0.1612561","-0.1716021","-0.1613841","-0.1814936","-0.2493238","-0.2529400","-0.2577201","-0.2552730","-0.2527268","-0.2493238","-0.2462521"," 3.0449772","-0.2538137","-0.2593107","-0.2581858","-0.2561067","-0.2379745"," 2.0232395","-0.2383932","-0.2530262","-0.2499288"
"Octacosanol","-0.425594530"," 0.244136119","-0.759571040"," 2.390264781","-0.521894170","-0.526521913"," 2.291973852","-0.748859989","-0.769665248"," 4.191197690"," 0.148137410"," 0.196072288","-0.766467075","-0.763791115","-0.764721584"," 1.153703396","-0.770118024"," 1.664405335"," 0.064229852","-0.041427626","-0.759708221"," 0.025543174","-0.763791115"," 0.031405304","-0.059255126","-0.750052548"," 1.180738842","-0.272718114","-0.336303727","-0.492527528","-0.097289445"," 1.866434156","-0.756172447"," 0.623485819","-0.759571040"," 1.775930968"," 1.013092955","-0.751799026"," 1.377320926","-0.099536995","-0.153951714","-0.448314316"," 0.440006234"," 1.284643826","-0.764734687","-0.759488390","-0.450394317"," 1.388942095","-0.632030724","-0.003525788","-0.628795612","-0.461221556"," 0.151399726","-0.755546580","-0.755107583","-0.753512369","-0.752227188","-0.097019094","-0.756857835"," 0.716437167","-0.781467425","-0.438148174","-0.524049581","-0.736902445","-0.571928533","-0.208356138","-0.142890968"," 0.032921207"," 0.016596308","-0.380511496"," 1.100708267","-0.291632743"," 2.727903684","-0.763997561","-0.773299698"," 0.356382992"," 1.845453854","-0.737194376","-0.761012303","-0.737902871","-0.762664915","-0.757423601"
"Octadecanoic acid, octyl ester","-0.32211172","-0.32659612","-0.27993763","-0.24423973","-0.30874167","-0.30700592","-0.19880174","-0.20682958","-0.34883544","-0.29455357","-0.29250631","-0.27091410","-0.32700638","-0.30874167","-0.31509257","-0.35061328"," 6.43426310"," 2.56038977","-0.25829171","-0.20682958","-0.28087396","-0.32211172","-0.30874167","-0.26315102","-0.25295009","-0.21496937","-0.26158035"," 0.06846855"," 0.10273960"," 0.11305060"," 0.81032030","-0.36929798","-0.25674061","-0.25829171","-0.27993763","-0.25829171","-0.32471906","-0.22688991","-0.30468427"," 0.07844460"," 0.04235226","-0.04547228"," 0.29614322","-0.27853192","-0.31518200","-0.27937351","-0.24856368","-0.28814213"," 0.05700364"," 0.32621151"," 0.12021151"," 0.01885845","-0.27318540","-0.25246877","-0.24947240","-0.23858430","-0.22981232","-0.28952371","-0.26141871","-0.33921170"," 0.05722850"," 0.20263269"," 0.51065260"," 0.03058130"," 0.24367139","-0.25829171","-0.30005971","-0.35527052","-0.32700638","-0.29759768","-0.25829171","-0.22281335","-0.15863095","-0.31015076","-0.37364230"," 5.18034796","-0.33663561","-0.12720618","-0.28977494","-0.13204199","-0.30105481","-0.26528033"
"Octadecanoic acid","-0.67405178"," 0.02108649"," 0.31515715"," 0.29370893"," 0.93843553"," 2.19480898"," 1.84671870","-0.66259612","-0.12276828"," 0.24892908"," 2.34758214"," 0.05982294","-0.67453817","-0.42779227"," 0.31673196","-0.67688400"," 1.54528997","-0.45160744","-0.66770994","-0.66259612","-0.66995396","-0.16539281","-0.01601506","-0.66819282","-0.66717914","-0.66340497","-0.66803674"," 0.48098796","-0.32090600","-0.68342692","-0.37597201"," 0.53925452","-0.66755581","-0.66770994"," 0.54946735","-0.66770994","-0.67431087","-0.66458953"," 0.68230117","-0.68327120"," 0.26430861","-0.68453743"," 0.65065101"," 0.50543214"," 0.59843329","-0.66980486","-0.66674326","-0.67067620","-0.68147723","-0.68073695","-0.68188093","-0.68307060"," 0.84527830"," 0.39069465"," 0.77137682"," 0.64008892","-0.66487993"," 4.91304359"," 0.29116776","-0.67575102","-0.68471219","-0.45638851","-0.63474061"," 0.37654468","-0.68418255","-0.66770994"," 0.42261328","-0.67734679"," 1.07413285","-0.67161580","-0.66770994","-0.66418444"," 2.81816766","-0.34814899","-0.43253974","-0.46550589"," 0.80729874","-0.65468389","-0.67083845"," 2.43417069","-0.43124349","-0.66840441"
"Octanoic acid"," 0.42756906","-0.59180923"," 0.21139421"," 1.42998351"," 0.15206772"," 0.18596191"," 0.79082314"," 0.46354134"," 0.38253224"," 0.16010208"," 0.23550866","-0.05234929","-0.59183369","-0.59074463","-0.59112331","-0.59324130","-0.59331956","-0.59610198"," 0.66086313","-0.58466794"," 0.79935527","-0.59154184"," 0.70359032"," 0.13031906","-0.58741796"," 0.95320008"," 0.72588555","-0.18343312","-0.23275335","-0.29429973","-0.45339997"," 2.39847979"," 3.81647806"," 3.10458962"," 1.94779965"," 2.74720995","-0.59169731"," 2.64987389","-0.59050270","-0.38327784","-0.23158468","-0.36123832","-0.56892085","-0.58894332","-0.59112864"," 3.17865401","-0.58715641","-0.58951634","-0.34497305"," 0.57413990","-0.24504687","-0.35261500","-0.58862452","-0.58738926","-0.58721059","-0.58656137","-0.58603833","-0.58959872","-0.58792291","-0.59256146","-0.23819047","-0.21763536","-0.21434201"," 0.01200788","-0.30279640","-0.58773646","-0.59022695","-0.59351899","-0.59183369","-0.59008015","-0.58773646","-0.58562100","-0.58179401","-0.59082865","-0.59461444","-0.59383975","-0.59240785","-0.57992025","-0.58961370","-0.58020860","-0.59028628","-0.58815317"
"Octocrylene","-0.28696385"," 1.67241219","-0.28437114","-0.28217656"," 1.76855738","-0.28603520"," 2.43943967","-0.27987671","-0.28860673","-0.28526967","-0.28514381","-0.28381640","-0.28726475","-0.28614191","-0.28653234"," 3.27486704","-0.28879672","-0.29166544","-0.28304042","-0.27987671","-0.28442870","-0.28696385","-0.28614191","-0.28333915","-0.28271204","-0.28037712","-0.28324260","-0.25408354","-0.13056710","-0.13651015","-0.05485790","-0.28986469","-0.28294507","-0.28304042","-0.28437114","-0.28304042","-0.28712414","-0.28110995","-0.28589247","-0.21511970","-0.16673097","-0.18762011","-0.18755016","-0.28428472","-0.28653783","-0.28433646","-0.28244238","-0.28487552","-0.11976049","-0.23755025","-0.13186466","-0.11224128","-0.28395603"," 2.64442601","-0.28249824","-0.28182888","-0.28128961","-0.28496045","-0.28323266","-0.28801509","-0.16545205","-0.18302033"," 0.05986851","-0.29379808","-0.12846357","-0.28304042"," 0.46876823","-0.28900233","-0.28726475","-0.28545681","-0.28304042"," 6.78372158","-0.27691363","-0.28622853","-0.29013177","-0.28933305","-0.28785673","-0.18077761","-0.28497590","-0.27527904","-0.28566934","-0.28347006"
"Oleamide"," 0.212514326","-0.516907267"," 0.903516104"," 1.276158468","-0.451918593","-0.715780417","-0.582977626","-0.232251685","-0.660607216"," 0.442988153","-0.309664274","-0.315779220"," 0.959974415","-0.618780624","-0.705576749","-0.562586978","-0.562307520"," 0.982540454"," 0.030783491","-0.599393961"," 7.203451408"," 0.104697482","-0.722518993","-0.437197623","-0.164004862","-0.385376912","-0.475246594","-0.406262657","-0.490734255","-0.517576507","-0.332595670"," 0.271920450","-0.132837468"," 2.138197261"," 1.198437740","-0.128056102"," 0.220984554"," 0.198850864","-0.429109718","-0.522575241","-0.488882328","-0.616833198","-0.395727801","-0.461368291","-0.318261648","-0.115216916"," 0.706198765"," 0.785428682","-0.103504032","-0.035744231","-0.417494964","-0.462777945"," 0.594497133","-0.549913185"," 0.277203057","-0.388547142","-0.045517125"," 0.838465307","-0.427922396"," 0.329204851","-0.599692337","-0.504022658","-0.422433533","-0.540190887","-0.397037666","-0.152086922"," 0.446777893","-0.316299623"," 0.140318186","-0.063161011","-0.282971253","-0.565693692"," 0.291373687","-0.251281297","-0.246093969","-0.635792440","-0.586293570","-0.224763013"," 2.126065838","-0.224457803"," 0.129072612"," 0.008986429"
"Oleic Acid"," 4.998297689","-0.376828690","-0.374471354","-0.372667782","-0.375926626","-0.375838930","-0.370372110","-0.370777702","-0.377952291","-0.375209798","-0.375106364"," 3.232403139"," 0.011663013","-0.197911133","-0.181885892","-0.147820800"," 0.010724446"," 0.419376188","-0.373377733","-0.370777702","-0.374518660","-0.376602124","-0.375926626","-0.373623241","-0.373107857","-0.371188950","-0.373543886","-0.129085177","-0.265641468","-0.244175829"," 0.193682834"," 1.931962560"," 1.667043015"," 5.662295467","-0.374471354","-0.373377733","-0.376733855","-0.371791214","-0.375721633","-0.255063962","-0.066454676","-0.187852278","-0.276036103","-0.215060970","-0.282233096","-0.317383974","-0.303768855","-0.374885872","-0.192144047"," 0.272470320","-0.105673518","-0.255479561","-0.374130210","-0.373083540","-0.372932154","-0.372382052","-0.268130954","-0.312722836"," 0.005158336","-0.377466069","-0.280714618","-0.380358424","-0.200526516","-0.251123534","-0.282388097"," 0.337580897","-0.214644940","-0.378277412","-0.376849417","-0.298664928","-0.092852623","-0.301134038","-0.135777807"," 0.421343403"," 0.051984379"," 0.024627243"," 0.226885793","-0.042754809","-0.140477231","-0.100779992","-0.236640278","-0.324214816"
