"","Feci_LPS_2.5H_944_26022024","Feci_LPS_2.5H_945_26022024","Feci_LPS_2.5H_946_26022024","Feci_LPS_2.5H_947_26022024","Feci_LPS_2.5H_948_26022024","Feci_LPS_2.5H_949_26022024","Feci_LPS_2.5H_950_26022024","Feci_LPS_2.5H_953_26022024","Feci_LPS_24H_954_26022024","Feci_LPS_24H_955_26022024","Feci_LPS_24H_956_26022024","Feci_LPS_24H_957_27022024","Feci_LPS_24H_958_26022024","Feci_LPS_24H_959_26022024","Feci_LPS_24H_961_27022024","Feci_LPS_24H_962_27022024","Feci_LPS_24H_963_27022024","Feci_LPS-24H960REP_01032024","Feci_Vecpac-CRE_3296_01032024","Feci_Vecpac-CRE_3303_01032024","Feci_Vecpac-CRE_3304_01032024","Feci_Vecpac-CRE_3305_01032024","Feci_Vecpac-CRE_3306_01032024","Feci_Vecpac-CRE_3318_01032024","Feci_Vecpac-CRE_3328REP_01032024","Feci_Vecpac-CRE_3330_01032024","Feci_Vecpac-CRE_3334_01032024","Feci_Vecpac-CRE_3335_01032024","Feci_Vecpac-CRE_3347_01032024","Feci_Vecpac-CRE_3352REP_01032024","Feci_Vecpac-CRE_3355REP_01032024","Feci_Vecpac-CRE_3356_01032024","Feci_Vecpac-CRE_3370_01032024","Feci_Vecpac-CRE_3664_29022024","Feci_Vecpac-CRE_3665_29022024","Feci_Vecpac-CRE_3689_29022024","Feci_LPS_CTRL_934_23022024","Feci_LPS_CTRL_935_23022024","Feci_LPS_CTRL_936_23022024","Feci_LPS_CTRL_937_23022024","Feci_LPS_CTRL_938_26022024","Feci_LPS_CTRL_939_26022024","Feci_LPS_CTRL_940_26022024","Feci_LPS_CTRL_943_26022024","Feci_LPS-CTRL_941REP_01032024","75_feci_100322","100_rep_110322","101_rep_110322","102_feci_100322","103_rep_110322","104_feci_100322","105_rep_110322","106_110322","Feci_DSS-T0_896_27022024","Feci_DSS-T0_897_27022024","Feci_DSS-T0_T0.5_27022024","Feci_DSS-T0_T0.6_27022024","Feci_DSS-T0_T0.7_27022024","Feci_DSS-T0_T0.8_27022024","81_feci_100322","83_feci_20_81","84_feci_100322","108_rep_110322","109_110322","110_110322","113_110322","Feci_DSS-T1_111_27022024","Feci_DSS-T1_B901_27022024","Feci_DSS-T1_B902_27022024","Feci_DSS-T1_T1.5_27022024","Feci_DSS-T1_T1.6_27022024","Feci_DSS-T1_T1.7_27022024","Feci_DSS-T1_T1.8_27022024","88_feci_100322","89_feci_100322","115_110322","116_110322","118_110322","120_110322","121_REP_140322","122_110322","Feci_DSS-T3_90_28022024","Feci_DSS-T3_91_28022024","Feci_DSS-T3_906_28022024","Feci_DSS-T3_907_rep_28022024_2","Feci_DSS-T3_T3.6_28022024","Feci_DSS-T3_T3.7_28022024","Feci_DSS-T3_T3.8_28022024","70_feci_09032022","96_feci_100322","97_rep110322","124_110322","125_110322","126_110322","129_110322","Feci_DSS-T5_128_28022024","Feci_DSS-T5_B911_28022024","Feci_DSS-T5_B912_28022024","Feci_DSS-T5_T5.5_28022024","Feci_DSS-T5_T5.6_28022024","Feci_DSS-T5_T5.7_28022024","Feci_DSS-T5_T5.8_28022024","Feci_Vecpac-WT_3297REP_01032024","Feci_Vecpac-WT_3371REP_01032024","Feci_Vecpac-WT_3302_29022024","Feci_Vecpac-WT_3307_29022024","Feci_Vecpac-WT_3319_29022024","Feci_Vecpac-WT_3329_29022024","Feci_Vecpac-WT_3336_29022024","Feci_Vecpac-WT_3337_29022024","Feci_Vecpac-WT_3353_29022024","Feci_Vecpac-WT_3354_29022024","Feci_Vecpac-WT_3369_29022024","Feci_Vecpac-WT_3673_28022024","Feci_Vecpac-WT_3674_28022024","Feci_Vecpac-WT_3675_28022024","Feci_Vecpac-WT_3677_28022024","Feci_Vecpac-WT_3678_28022024","Feci_Vecpac-WT_3679_29022024","Feci_Vecpac-WT_3680_29022024","Feci_Vecpac-WT_3681_29022024","Feci_Vecpac-WT_3687_29022024","Feci_Vecpac-WT_3688_29022024"
"L-Valinamide, N(2),N(2)-dimethyl","-0.3651268738","-0.3651266793"," 1.3980518239","-0.3651257201","-0.3651270008","-0.3651288640","-0.3651268279","-0.3651269579","-0.3651264745","-0.3651258969","-0.3651258552","-0.3651277527","-0.3651265871","-0.3651272750","-0.3651234083","-0.3651261424"," 4.1511325266","-0.3651230953","-0.3651247852","-0.3651239732","-0.3651262660","-0.3651318994","-0.3651301724","-0.3651246388","-0.3651090368","-0.3651242622","-0.3651258001","-0.3651238236","-0.2412013617","-0.3651196957","-0.3651227361","-0.3651248184","-0.3651264390","-0.3651233904","-0.3650632151","-0.1812513600","-0.3651246213","-0.3651234828"," 2.0497631952","-0.3651227031","-0.3651248853","-0.3651264257","-0.3651258943","-0.3651256307","-0.3651284550","-0.3019191724","-0.1180990033"," 0.0289895634","-0.1049597094","-0.0060022854"," 0.0677154016","-0.1140356447","-0.1084876998","-0.3651269352","-0.3651273132"," 2.5827773291","-0.3651282526","-0.3651275712","-0.3651279640","-0.2812004347","-0.2783318101","-0.3651278377","-0.0946647035","-0.3110216312"," 0.1027971106","-0.0006893651","-0.3651221842"," 0.1897133136","-0.3651245378","-0.3651212592","-0.3651170137","-0.3651260494","-0.3651217152","-0.2446119507","-0.2820060837","-0.1046756030","-0.1322106607","-0.2054426253"," 0.0175196934","-0.2045758084","-0.1803766742"," 0.3237926246"," 2.1178017113"," 6.2117599252","-0.3651172437","-0.3651252283","-0.3651244592","-0.3651251938","-0.3651260596","-0.3651209140","-0.3651218341","-0.2337109087","-0.2030472683","-0.2553064604","-0.2913764025","-0.3651239649","-0.3651236765","-0.3651288425","-0.3651270603","-0.3651244152","-0.3651274427","-0.3651220590","-0.3651233552","-0.3651283817","-0.3651246596","-0.3651221367","-0.2741620658","-0.3651227298","-0.3651271361","-0.3370687728","-0.3651224569"," 1.2443904408"," 1.9819318630","-0.3651224305"," 3.8749508306","-0.3651185017"," 1.5731270206"," 3.3712908849"," 0.8550067564","-0.3651239219"," 1.4275924496","-0.3651236302","-0.3651241692"
"L-Valine","-0.595208978"," 0.235454611"," 0.222439759"," 0.342789086"," 0.107472695","-0.805393386"," 0.006393616"," 0.556838232","-0.644271635"," 1.174744294","-0.477362757","-0.503023926"," 0.274707771"," 0.426485874","-0.200348681"," 0.227596594"," 0.883561441","-0.744195404","-0.108717685"," 0.179832322","-0.310589052","-0.293561798"," 3.064598830"," 0.745895035","-0.223007590","-0.369410714"," 0.181084230"," 1.346640043"," 0.570914286","-1.074885090","-0.853976068","-0.644894167","-0.834707661","-0.868961635","-1.107371871","-0.732293377","-0.745521104","-1.012332509"," 0.820337273"," 1.011531862","-0.598107177"," 1.240298436","-0.376777896"," 0.320123567"," 0.814399719","-0.942730217","-0.537753764","-1.040838683","-0.972810884","-0.664965004","-0.909644912","-0.428758530","-0.766601499"," 2.364979054"," 0.405482710"," 1.087768963"," 1.071362137","-0.128884039"," 1.939254538","-1.223972818","-0.817124251","-1.560000661","-0.816541495","-0.929148004","-0.697857914","-1.112113010"," 0.856562382","-1.166912812"," 0.681394987"," 0.045088694","-0.556247281"," 2.676632522","-0.974914803","-1.205284986","-1.300657501","-0.829103679"," 0.087635520","-0.829861646","-1.074847425","-0.271216042"," 0.470404185"," 0.892745859","-0.673459244","-1.090204492","-0.336374357","-0.689455947"," 0.221629766","-0.203352083"," 0.402413444","-0.609515383"," 1.273122366"," 0.380928718"," 2.166113352"," 0.696491984"," 0.821210279"," 2.036368355","-0.166963951"," 0.721254043","-0.680104008","-0.739635445","-0.846736970"," 0.599462549"," 2.765209401"," 1.635866137"," 3.803802794"," 0.586378158"," 0.178922575"," 1.464881350","-0.341956433","-0.747072936"," 0.566229604"," 0.448995024","-0.255519678","-0.820245191","-0.664157817","-0.551375738","-1.111456405","-0.783946042","-0.156122003"," 0.036964291"," 0.061309250","-0.697325972","-0.152312457"
"L-Valyl-L-leucine"," 2.99051330","-0.45834630"," 0.14425794"," 1.64510915","-0.45861541"," 1.69284281","-0.45847067","-0.45857948","-0.45817483"," 1.82634582","-0.45765646","-0.45924478","-0.45826912","-0.45884497","-0.45560817","-0.45789687","-0.45754929","-0.45534618"," 0.59903482","-0.45608099"," 3.47371844","-0.46271601","-0.46127030","-0.45663818","-0.44357794","-0.45632293","-0.45761034","-0.45595581","-0.45739856","-0.45250035","-0.45504547","-0.45678850","-0.45814514","-0.45559317","-0.45201491","-0.45982614","-0.45662355","-0.45567053","-0.45504570","-0.45501780"," 0.14690754","-0.45813398","-0.45768913","-0.45746852","-0.45983272","-0.33819561","-0.27499701","-0.29595355","-0.32477687","-0.25867241","-0.36425322","-0.19788025","-0.24489540","-0.45856045","-0.03336098"," 6.48027911"," 0.45834078"," 0.12114896"," 0.20169204"," 0.36997014"," 1.11043526","-0.04555489","-0.11987820","-0.23968278"," 0.44346785"," 0.01622695","-0.45458346","-0.16619801","-0.45655361","-0.45380917","-0.45025531","-0.45781896","-0.23215440","-0.10567059"," 0.15553122","-0.36511754","-0.32320511","-0.07769293","-0.17671154","-0.16546553","-0.06825441","-0.44858499","-0.45438130","-0.45061641","-0.45044781","-0.45713167","-0.45648789","-0.45710280","-0.42652022","-0.45352018","-0.20356871","-0.41887365","-0.25515872","-0.30267798","-0.39467104","-0.45607405","-0.45583266","-0.46015707","-0.45866518","-0.45645101"," 0.65817831","-0.45447869","-0.45556374","-0.45977136"," 0.47828518","-0.45454375","-0.45541184"," 0.43399349","-0.45872863"," 0.40641243"," 1.62769236","-0.45756336","-0.45357746","-0.45478964","-0.45380976"," 1.69762214"," 1.49460221"," 0.74954358"," 2.34541616","-0.45603806"," 2.18236036"," 3.49323777","-0.45624507"
"Malic acid","-0.298552293","-0.168464937","-0.231066656","-0.312185868"," 0.364507878","-0.145478941","-0.233169097","-0.251430388","-0.392505224","-0.304621178","-0.311331806"," 0.130931307","-0.179753157"," 0.140589057","-0.226926228","-0.264017389"," 0.921263474","-0.301258528"," 0.886342597"," 0.175486705","-0.557174360","-0.537779536","-0.489515127","-0.479488634","-0.558293883","-0.302625288","-0.516810221"," 2.196847248","-0.584725455","-0.518993005","-0.508916046","-0.025888727","-0.557880922","-0.573656596","-0.067143103"," 4.097326878","-0.088497766"," 1.434370952"," 0.092226194","-0.001290320","-0.213964808","-0.338689990","-0.364047967","-0.061923828"," 0.947857841"," 0.988860309"," 0.001030223"," 0.690046979","-0.039131049"," 0.857225431","-0.334242264","-0.362761672","-0.326619310","-0.521866167","-0.499610880","-0.579450770","-0.520842581","-0.628615539","-0.529286343","-0.337684274","-0.320027837","-0.442120292","-0.160237131","-0.298033233","-0.128209775","-0.500660202","-0.471436646","-0.562149187","-0.414536702","-0.524124754","-0.395715930","-0.511706270","-0.625515664","-0.520045039","-0.628247254","-0.628897725","-0.491593290","-0.423210606","-0.628964997"," 0.264644314","-0.359562560","-0.554380105","-0.560708633","-0.519260914","-0.567117085","-0.520525108","-0.395586598","-0.453379054"," 0.068535732","-0.625091508"," 0.080988225","-0.076586422","-0.190659692","-0.391434882","-0.200922339"," 3.684777057"," 5.369171152","-0.394163200"," 2.588798923"," 1.791883586","-0.549316323"," 1.168049433","-0.550326787","-0.395854582"," 0.311192370","-0.579046859","-0.561353595"," 1.885070696","-0.525580215","-0.317033463","-0.562150064"," 0.654123936"," 3.474835973","-0.545316496","-0.600223304","-0.552776935"," 1.383535506","-0.574715314","-0.578314994","-0.451511739","-0.560118901","-0.407626067"," 1.793734416"
"Mannonic acid, gamma-lactone","-0.288620468"," 0.155779505"," 0.057755217"," 0.150585452"," 0.089182736","-0.026103044"," 0.057821258"," 0.021168407","-0.015265589","-0.114674996","-0.061300324","-0.041008306","-0.025139958","-0.005849172","-0.287666833","-0.138628872","-0.288304949","-0.287580707","-0.288045730","-0.287822267","-0.288453203","-0.290003431"," 2.107863558","-0.288005434","-0.283712073","-0.287901798","-0.288325018","-0.287781116","-0.288255398"," 0.541597748","-0.287481854"," 3.491425079","-0.288500822","-0.287661902","-0.286485603","-0.289053427","-0.288000622","-0.287687334","-0.287481928","-0.120368567","-0.288073272","-0.288497155"," 0.147392079"," 0.175741631"," 1.151571216","-0.288579818","-0.288824282","-0.289429682","-0.287922004","-0.289069899","-0.009297097","-0.102788421","-0.053769826","-0.288637352","-0.288741385","-0.288634975","-0.288999898","-0.288812372","-0.288920477","-0.039040664"," 0.099155703","-0.288885726","-0.166534240","-0.288228959","-0.110198043"," 0.049579189","-0.287329975","-0.285675850","-0.064692811","-0.287075439","-0.285907160","-0.288393596","-0.287200931","-0.063216680","-0.157578835","-0.130349125"," 0.070932007","-0.015374645","-0.099325947","-0.149296333","-0.133059169"," 8.141858031","-0.287263516","-0.286025866","-0.285970442","-0.288167660","-0.287956028","-0.288158170","-0.028609123"," 0.112198464","-0.070853706"," 0.118234691"," 0.046099406"," 0.006715877","-0.005257242","-0.287819983"," 5.451578137","-0.235130772","-0.172427601","-0.287943905","-0.288777015","-0.287295533","-0.287652229"," 1.111600660","-0.288011154","-0.287316920","-0.287602293","-0.287480110","-0.288692638","-0.288060722","-0.275699857","-0.288309572","-0.286999267","-0.287397755","-0.287075633","-0.286316631","-0.287228257","-0.287509077","-0.287976823","-0.287808154","-0.287905514","-0.287727888","-0.287876205"
"Menthol","-0.11221053","-0.04231016","-0.18721497","-0.22955595","-0.20111921","-0.01237704","-0.21801750","-0.06648942","-0.20684807","-0.13122751","-0.16836732","-0.10390515","-0.26094619","-0.05922486","-0.11546985","-0.26860694","-0.22433490","-0.21448245","-0.33450001","-0.51577166","-0.34029736","-0.30227321","-0.13543521","-0.51715206","10.50299819","-0.44105748","-0.29179265","-0.32543181","-0.37236623","-0.21523643","-0.24175908","-0.30536393","-0.32818645","-0.29644079"," 0.40591066"," 0.81653580"," 0.05625717","-0.05703956"," 0.01494415"," 0.06940143","-0.13496961","-0.17135123","-0.28192861","-0.16637856"," 1.14751785","-0.20362028","-0.27813179","-0.06140654","-0.11757095","-0.23155926","-0.18213828","-0.14548010","-0.20640557","-0.22568848","-0.17025105","-0.21234585","-0.42453903","-0.21721097","-0.20604665","-0.51223650","-0.29999310","-0.05781814","-0.17235005","-0.08060615","-0.19431601","-0.02462286","-0.10370385"," 0.08378155","-0.03632127"," 0.26094953"," 0.01446242","-0.11797409","-0.11632759"," 0.10565094"," 0.09954608","-0.33411785","-0.14097771","-0.52944942","-0.10642618","-0.23980031","-0.38485879"," 0.70992229","-0.09034020"," 0.13268939"," 0.01695664"," 0.03310832","-0.24182950","-0.05510546","-0.16569047","-0.50942743","-0.22439671","-0.18061963","-0.17668563","-0.15291067","-0.14994350"," 0.11849922"," 0.38207581"," 1.32087766","-0.03677983","-0.03630012","-0.20619360"," 0.11377991"," 0.71089596","-0.19207725","-0.05813754","-0.27112444","-0.43184791"," 0.17211166","-0.28771048","-0.51756872","-0.06319833"," 0.69458194"," 0.21903595"," 0.02220559"," 0.28818248"," 0.48402028"," 0.15866565"," 0.05382369","-0.12892325","-0.25515529"," 0.03100808"," 0.04349382"," 0.07981047"
"Methyl (3,4-dimethoxyphenyl)(hydroxy)acetate"," 0.140794409","-0.180447744","-0.548584948"," 0.282141994","-1.151653403"," 0.614958948"," 0.191852655","-0.551874411","-0.387953524"," 0.221027473","-0.277025651","-0.029217568","-0.815549107"," 1.909885547","-0.080008698","-0.221799037"," 0.178477522"," 0.291754632","-0.520145609"," 0.972308454","-0.225120099","-0.145640894"," 0.763760171","-0.409563499"," 7.688876617","-0.426848963"," 0.362025037"," 1.129555827","-0.373569028","-0.342217901","-0.400987584","-0.022905856","-0.580391340","-0.740441136","-0.167771067"," 0.698970758"," 0.048948597","-0.014132828"," 0.732615340"," 0.329818621","-0.165559758","-0.865689194","-1.169226539"," 0.495443885"," 0.751090432","-0.889196996","-0.758800177","-0.773532078","-0.769909144","-0.387147431","-0.955432703","-0.731906196","-0.947743611","-0.833269351"," 0.587724247"," 0.721489628","-0.456190187"," 0.049210370"," 0.202161124","-0.297092902"," 0.063006490"," 0.001812097","-0.647117014","-0.008070445","-0.576578415","-0.272190691"," 1.241667410"," 0.211160238"," 0.900120363","-0.205654116"," 0.742834674","-0.350082998"," 0.518161813"," 0.059369364"," 0.333553297"," 0.037578177","-0.384655090","-0.079884229","-0.280448677"," 0.203567066","-0.090888740"," 1.323075002","-0.121038276","-0.313345365","-0.812768992","-1.484639443","-0.214389269"," 0.647212747","-0.787334251","-0.601453515","-0.957100109","-0.876293228","-0.838957887","-0.837579705","-0.823874575"," 1.752848014"," 0.425625506"," 2.488300001"," 0.060409023"," 0.916735730","-0.698470294"," 0.374026193"," 1.369936087"," 2.171340581"," 1.045549700"," 0.240906382","-0.056031319"," 0.054261169","-0.315212693","-0.263208500","-0.855331324"," 0.858051555"," 0.145746413","-0.475250917","-0.219961544","-0.789361057","-1.088571083","-0.761641835","-0.394012824"," 0.488862653","-0.362263758","-1.191454928","-0.390946767"
"Methyl 2-acetamido-2-deoxy-3-O-methyl-alpha-D-galactopyranoside"," 0.78664742"," 1.53203843","-0.82752358","-0.81681285","-0.82285538","-0.83164651","-0.82203952"," 0.68263484"," 0.57027669"," 1.04092079","-0.81745029"," 0.77407888","-0.82090352"," 0.60130681"," 1.29038217","-0.81880538","-0.81684628"," 1.69727477","-0.81240176","-0.80857031"," 0.35547556"," 0.11726786","-0.83781944","-0.81171087","-0.73809772","-0.80993394","-0.81719039","-0.80786475"," 0.61354487"," 1.87562287"," 1.34110375","-0.81255813","-0.82020470"," 0.40886400","-0.78565213"," 4.65346186","-0.81162836"," 1.45722628","-0.80273493","-0.80257769","-0.81287399"," 1.05112770"," 1.22946597"," 0.84694058","-0.82971663","-0.68551090","-0.00985901","-0.42607394","-0.42702032","-0.26719990","-0.48086504","-0.34107254","-0.30944361"," 0.09823804"," 0.11655083","-0.82250485","-0.82876175"," 0.05996853","-0.82740000","-0.42993787","-0.33683515","-0.40720012","-0.43393898","-0.07422377"," 0.18755143"," 0.28442053"," 0.61384560","-0.77176827"," 0.48643537","-0.79576535","-0.77573426"," 0.69652294","-0.79791700","-0.59046168","-0.45465272","-0.56521067","-0.33791559","-0.53603141","-0.53661042","-0.24172301","-0.26523501","-0.76631963","-0.79899008","-0.77776957"," 1.57573468"," 1.20318952","-0.37971215","-0.81432964"," 0.19561736"," 0.28151885"," 1.07976193"," 0.15542302"," 0.13295248","-0.01327888","-0.46243751","-0.80853115","-0.80717059"," 2.33326342"," 2.86438134"," 0.96163981"," 0.59290662"," 0.68368579","-0.80565487","-0.82937081"," 1.02686304","-0.79990574","-0.80479869","-0.80270376","-0.82349353","-0.81265883"," 0.75648707"," 2.85978370"," 1.17058582"," 1.41039162"," 2.09149739","-0.78275496","-0.79838553"," 0.91385465"," 0.50808926","-0.80832834","-0.80999764"," 1.14255644","-0.80949512"
"Methyl alpha-Arabinofuranoside","-0.380010800","-0.379926784","-0.380493103","-0.379512399","-0.380065670","-0.380870609","-0.379990968","-0.380047124","-0.379838294","-0.379588778"," 0.911607493"," 2.244621675","-0.379886953","-0.380184141","-0.378513673","-0.379694841"," 1.535634091","-0.378378462","-0.185885275","-0.109288536","-0.379748207","-0.063769283","-0.091876662"," 0.034439990","-0.372305029"," 0.018966072","-0.045563425","-0.046906293","-0.101575395","-0.213830208","-0.113459738","-0.212097637","-0.139944308"," 0.290240220"," 0.003765057","-0.016511267","-0.379037694"," 1.131722824","-0.378223386","-0.378208990","-0.379151747","-0.379817209","-0.379587626"," 1.384227630","-0.380693904","-0.311604169","-0.099596899","-0.018241326","-0.063859173","-0.265909268","-0.354210100","-0.171618719","-0.198701529","-0.380037305","-0.380200630","-0.380033574","-0.380606473"," 0.625708063","-0.380481788","-0.274302961","-0.190166710"," 0.002817872","-0.031612621","-0.279731933","-0.321974047","-0.273489877","-0.377984834","-0.375387995","-0.379001601","-0.377585233"," 6.703138620","-0.379654629","-0.377782244","-0.226183628","-0.245856604","-0.380542366","-0.168402453","-0.225529357"," 0.160099325","-0.338181077","-0.258624502","-0.374889104"," 7.449973077","-0.375937491","-0.375850481","-0.379299930","-0.378967684","-0.379285030","-0.065302143"," 0.229914637","-0.358381204","-0.021614835"," 0.324672680"," 0.192639820"," 0.061178638","-0.378754105","-0.378629528","-0.380861301","-0.380091355","-0.378948652","-0.380256566","-0.377930763","-0.135134024"," 0.116924713","-0.379054228"," 0.128208747"," 0.107043910","-0.035348431","-0.210083988","-0.008336587","-0.172551623","-0.249008309","-0.116237348"," 0.164616946"," 0.175067253"," 0.186730212"," 0.267304141"," 0.264957119"," 0.211222327"," 0.360893481"," 0.366797056"," 0.169042797"," 0.158158264"
"Methyl alpha-D-glucofuranoside","-0.17297952","-0.17295379","-0.17312727","-0.17282685","-0.17299633","-0.17324291","-0.17297345","-0.17299065","-0.17292668","-0.17285025","-0.17284473","-0.17309583","-0.17294159","-0.17303262","-0.17252091","-0.17288274","-0.17282779","-0.17247949","-0.17270312","-0.17259566","-0.17289908","-0.17364461","-0.17341605","-0.17268375","-0.17061901","-0.17263391","-0.17283744","-0.17257587","-0.17280396","-0.17202958","-0.17243195","-0.17270751","-0.17292198","-0.17251854","-0.17195284","-0.17318774","-0.17268143"," 9.40729230","-0.17243198","-0.17242757","-0.17271637","-0.17292022","-0.17284989","-0.17281502","-0.17318878"," 0.10523776","-0.17307754","-0.11012286","-0.11807726","-0.17319566"," 0.95026640"," 0.02071894","-0.09237821"," 5.12609496","-0.17303767","-0.17298650","-0.17316200"," 0.04425131","-0.17312380","-0.17237007"," 0.31521495","-0.17310709","-0.17333840","-0.17279124","-0.17331322","-0.17344484","-0.17235891","-0.17156342","-0.17267038","-0.17223650"," 0.73617647","-0.17287042","-0.17229685","-0.17266040","-0.17297974","-0.16766168","-0.17343655","-0.17346848","-0.17058673","-0.17289059","-0.17287587","-0.17141059"," 0.27343828","-0.17173175","-0.17170509","-0.17276176","-0.17265999","-0.17275720","-0.17287177","-0.16296276","-0.17231258"," 1.11121775","-0.17333496"," 1.03855887","-0.17161927","-0.17259456","-0.17255640","-0.17324006","-0.17300420","-0.17265416","-0.17305481","-0.17234235","-0.17251388","-0.17317908","-0.17268650","-0.17235263","-0.17248987","-0.17243111","-0.17301423","-0.17271033","-0.17239500","-0.17283001","-0.17219987","-0.17239150","-0.17223659","-0.17187158","-0.17230999","-0.17244504","-0.17266999","-0.17258887","-0.17263569","-0.17255027","-0.17262160"
"Methyl alpha-N-acetyl-D-galactosamine","-0.239018757","-0.238529252","-0.241828796","-0.236114924","-0.239338443","-0.244028262","-0.238903208","-0.239230394","-0.238013683","-0.236559929","-0.236454984","-0.241230866","-0.238297185","-0.240028691","-0.230296049","-0.237177883","-0.236132763","-0.229508270","-0.233761737","-0.231717767","-0.237488812","-0.251668440","-0.247321348"," 5.409259496","-0.194122643","-0.232445226","-0.236316331","-0.231341368","-0.235679534","-0.220951216","-0.228604075","-0.233845157","-0.237924381","-0.230250946"," 3.998272852","-0.242978948","-0.233349150","-0.230483561","-0.228604754","-0.228520874","-0.234013660","-0.237890836","-0.236553218","-0.235889893","-0.242998726","-0.062801005","-0.060159364"," 0.578181357"," 0.294090615","-0.029154658"," 0.211146950"," 0.047955839","-0.001517576","-0.239173185","-0.240124761","-0.239151447","-0.242489323","-0.240774059","-0.241762873","-0.063554259","-0.087741815","-0.124272098","-0.015781894"," 0.100665324"," 0.155275481"," 0.175278160","-0.227214874","-0.212084921","-0.233138862","-0.224886683","-0.214200665","-0.236943601","-0.226034528","-0.146075802","-0.067303738","-0.115755906","-0.177819753","-0.104101194","-0.145886789"," 0.037304910","-0.087519005","-0.209178230","-0.226606985","-0.215286444","-0.214779498","-0.234877015","-0.232941253","-0.234790204","-0.006682814"," 0.128757343","-0.015005777"," 0.025038344"," 0.010580121"," 0.051233162","-0.213147127","-0.231696877","-0.230971055","-0.243974029","-0.239488097","-0.232830368","-0.240450661","-0.226899840","-0.230162464","-0.242814242","-0.233445483","-0.227095463","-0.229705713","-0.228588129","-0.239678880","-0.233898874","-0.227901275","-0.236175052","-0.224189954","-0.227834838","-0.224888457","-0.217946012","-0.226284477"," 7.791207976"," 3.235940749","-0.231588679","-0.232479208","-0.230854501","-0.232211127"
"Methyl beta-Arabinofuranoside","-0.50815268","-0.50815136","-0.49853553","-0.50814481","-0.50815355","-0.50816626","-0.50815237","-0.50815326"," 1.96552562","-0.50814602"," 0.25819808"," 0.36804356","-0.50815073"," 0.48785884"," 0.83410329","-0.50814769"," 0.32066721","-0.50812691","-0.50813844"," 0.39377191","-0.50814854","-0.50818696","-0.50817518"," 0.63477059"," 8.06651865","-0.50813487","-0.50814536"," 0.29021796"," 0.74423740"," 0.85110719","-0.50812446"," 1.15850839","-0.50814972"," 0.11371813","-0.50809977"," 0.94136376","-0.50813732","-0.50812955","-0.50812446","-0.43693422","-0.13134257","-0.50814963","-0.50814600","-0.50814420"," 2.45566538"," 0.15903637"," 2.01647322","-0.50817274"," 0.34881130"," 0.24059032"," 0.19875373","-0.12400660"," 0.46014792","-0.50815310"," 0.25644115","-0.50342271","-0.48685391","-0.50815744"," 0.47785359","-0.50812127","-0.50816968","-0.50815926","-0.50817118","-0.50814298","-0.50816988","-0.04026161"," 0.14947338"," 0.51515364"," 0.25202867"," 0.23813477"," 0.28426297","-0.50814706"," 0.20619841","-0.50813623","-0.50815269","-0.50816107","-0.50817624","-0.50817788","-0.50816194","-0.50814810","-0.16042367"," 0.46117261","-0.50811905"," 0.21206302"," 0.38725547","-0.50814146","-0.50813621","-0.50814122"," 1.17915091","-0.50811203","-0.50811831","-0.50817127"," 0.09763778","-0.50815730"," 0.49880416","-0.50813284"," 0.72702919"," 1.85407824"," 0.30684837"," 0.07424294","-0.50815656","-0.50811984","-0.50812868","-0.50816297","-0.50813758","-0.50812037","-0.50812745"," 0.68591570"," 1.20695780"," 0.54572038","-0.50783243"," 0.82551550"," 2.90034878","-0.50812238","-0.50811439","-0.50809558","-0.20699450","-0.50812513","-0.50813673","-0.50813255","-0.50813496","-0.50813056","-0.50813423"
